No;Fulltext;Status
1602;Panit 1 Lantas *Ipda Lili Triaat Mawijaya* (Polsek Cisaat - Polres Sukabumi Kota sambangi warga dan Sosialisasikan Tilang Manual dan Tilang elektronik juga pendidikan keamanan berlalulintas https://t.co/7QkMoZGQZP;
1603;@Miduk17 @ListyoSigitP Pak jendral @ListyoSigitP tlg kembalikan ke peraturan hanya tilang elektronik.Tilang manual kek gini cuma membuka kesempatan anak buah bapak buat kkn.Yakinlah pak.;
1604;Polri diketahui sudah kembali menerapkan proses tilang manual setelah sebelumnya meniadakan tilang manual dan mengandalkan tilang elektronik. https://t.co/oxwivQaeDu;
1605;@tempodotco Jadi untuk apa segala macam infrastruktur utk keperluan tilang elektronik ? Buat gaya - gayaan doang ?;
1606;@adriansyahyasin Mustinya ditempat kaya gini dipasang cctv tilang elektronik. Negara pasti panen denda tilang nih;
1607;09.15 Tim E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang elektronik kepada pengendara mobil yang melanggar kebijakan Ganjil-Genap ( GAGE ) di Kebon Nanas Jl. DI. Panjaitan Jaktim. https://t.co/UnP2tIbaeD;
1608;Hidup lagi Bu Bu nya lu malah kena tilang elektronik;
1609;Panit 1 Lantas Ipda Lili Triaat Mawijaya (Polsek Cisaat - Polres Sukabumi Kota Sosialisasi Tilang Manual dan Tilang elektronik kepada para driver Ojek online. https://t.co/Ss2Eear4kr;
1610;jenis-jenis pelanggaran yang ditindak dengan tilang non elektronik ni guys :â� -â� ) https://t.co/T2O23V2w97;
1611;@ListyoSigitP Pak kaporli dg diberlakukan tilang elektronik itu suatu prestasi bagi polri sbb mengurangi celah pelanggar lalulibtas main mata dg petugas...kl kembali ke manual itu kemunduran...;
1612;@ListyoSigitP sevaiknya tilang elektronik segera berlaku disemua daerah sehingga tdk ada lagi peluang pelanggar lalulintas main mata. Kondisi tdk ada tilang manual merupakan prestasi Kepolisian RI...;
1613;@rizkywdw ngga ada... cuma tiba tiba dapet surat tilang elektronik aja;
1614;Sat Lantas Polres MBD Laksanakan Sosialisasi Pemberlakuan Kembali Tilang Non Elektronik Kepada Masyarakat https://t.co/NaoDPKtbxG;
1615;12.05 Tim E-TLE Mobile Sat Lantas Jakarta Selatan melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Tanah Kusir Kebayoran Lama Jaksel. https://t.co/dHzqmq2fS6 @TMCPoldaMetro;
1616;12.05 Tim E-TLE Mobile Sat Lantas Jakarta Selatan melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Tanah Kusir Kebayoran Lama Jaksel. https://t.co/HHCwyZgnV5;
1617;11.55: RT @TMCPoldaMetro : Tim E-TLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Jl. Garuda Kemayoran Jakpus. https://t.co/dpId7YYCEZ;
1618;11.11 Tim E-TLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Jl. Garuda Kemayoran Jakpus. https://t.co/8NrSvZJKJi @TMCPoldaMetro;
1619;11.11 Tim E-TLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Jl. Garuda Kemayoran Jakpus. https://t.co/iG5n8pwvuv;
1620;@BiLLYKHAERUDIN Apakah ada kaitannya dengan jebolnya kebijakan tilang elektronik dan diberlakukan kembalinya tilang manual?;
1621;@SUNDA_FESS iya min soalnya tilang elektronik gak menguntungkan buat ngopi;
1622;08.57: RT @TMCPoldaMetro : Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Bekasi Timur Raya Pulogadung Jaktim. https://t.co/C0nJbBLVqc;
1623;08.36 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Bekasi Timur Raya Pulogadung Jaktim. https://t.co/NOoCZ4uH82 @TMCPoldaMetro;
1624;08.36 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Bekasi Timur Raya Pulogadung Jaktim. https://t.co/U3v1osieAE;
1625;@tanyakanrl Bisa ga sih lapor ke porles gitu biar di tilang elektronik jd kl kita di gituin trs kita foto sambil bilang tunggu surat cintany y pak gitu;
1626;Jadi cepunya tilang elektronik boleh kali ya buat orang2 tolol yg masih ngerokok sambil berkendara;
1627;@tanyakanrl itu sayang fotonya blur kalau jelas bisa buat tilang elektronik;
1628;@hemaviton99 @logikapolitikid sistem tilang elektronik bos.. wkwkkwkwk;
1629;from this to this ini mahhhh. kemarin santai bgt gabuat buat sim krn mikir tilang elektronik skrg pusinh sendiri krn nnt kerjanya dr senin-sabtu dan bawa motor dan gapunya simmm https://t.co/XT3pSUKu3f;
1630;@KediriFess Makane sing sering moco berita ojok moco time line twitter ae. Tilang manual kembali diberlakukan selain menggunakan tilang elektronik;
1631;PENJELASAN TILANG ELEKTRONIK PADA JUM'AT CURHAT https://t.co/uB9Guk58vd;
1632;Sekarang tilang manual berlaku lagi lho Lur! Tahun 2023 Kepolisian RI kembali memberlakukan kembali tilang manual khususnya di tempat yang belum terjangkau sistem elektronik atau electronic traffic law enforcement (ETLE). https://t.co/g01St5egEa;
1633;Polres Cirebon Kota Berlakukan Tilang Manual dan Elektronik Mulai Hari Ini https://t.co/rL6vkQpG2O;
1634;@ko_nidin kondektur tj rangkap jabatan petugas tilang polantas nek nemu sing semrawut ngono wi tinggal difoto masuk tilang elektronik;
1635;Mulai Tanggal 1 Juni 2023 Selain Tilang Elektronik Sat Lantas Polres Bogor Akan Melaksanakan Penindakan Pelanggaran Lau Lintas ditempat Atau Tilang Non Elektronik dengan Blangko Tilang. https://t.co/svHnwGUjE6;
1636;@txtdrjkt Pasang tilang elektronik di jalur busway buat mobil/motor;
1637;Bagus lah tilang mah ulah elektronik. Loba jamet knalpot gandengna bebeledugan ka benget mun di tukangen na teh coy.;
1638;Mulai Tanggal 1 Juni 2023 Selain Tilang Elektronik Sat Lantas Polres Bogor Akan Melaksanakan Penindakan Pelanggaran Lau Lintas ditempat Atau Tilang Non Elektronik dengan Blangko Tilang. Yuk mari kita tertib berlalu lintas untuk keamanan dan keselamatan kita bersama. https://t.co/zQkGHiWXKf;
1639;Kapolres Prabumulih AKBP Witdiardi melalui Kasat Lantas Polres Prabumulih konfirmasi pelanggar E-TLE Dalam menerapkan tilang elektronik E-TLE di wilkum Polres Prabumulih AKBP Witdiardi S.I.K. M.H. melalui Kasat Lantas Polres Prabumulih AKP Mute S.H. https://t.co/fg7npGU9kp;
1640;Berdasarkan Surat Telegram Kapolri Nomor ST/830/IV/HUK.6.2./2023 12 April 2023 tilang manual kembali diadakan. Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau E-TLE yang telah berjalan https://t.co/QsFE5T6QKN;
1641;@detikcom Zaman skrg udh gabsa di begobegoin pake klarifikasi yang begitu pak klo 1990-2000 baru bapak masuk akal ngmng begini saiki 2023 pak ini tilang aja udh elektronik. Nyatain aja klo emg salah yaudah salah ï¸�;
1642;@never_alonely Katanya udah tilang elektronik;
1643;Satlantas Polres Singkawang Gencarkan Sosialisasi Pemberlakuan Tilang Manual dan Elektronik https://t.co/BUED1WaWFZ;
1644;@ganjarpranowo Selamat pagi Pak! Peristiwa ini katanya di Semarang. Oh ya.. Nitip pesan jika jadi Presiden 2024-2034 minta tolong ketertiban masyarakat dalam berkendara diutamakan deh. Tilang elektronik pantau CCTV akan bagus. https://t.co/OxV1QKN1cf;
1645;@jalur5_ @PT_Transjakarta Harus dipasang tilang elektronik dan pintu palang otomatis;
1646;@TMCPoldaMetro Dengan ada nya tilang elektronik bisa lebih sedikit mengurai kemacetan .karena untuk bapak bapak polisi di tempatkan di setiap simpang lampu merah .jadi untuk lalulintas tidak begitu padat dan bisa mengurai kemacetan .trimakasi bapak bapak polisi .terus semangat tetap berjuang;
1647;Sudut Pandang Dualisme Penerapan Tilang : Manual Dan Elektronik Bersama Dr. Lukman Hakim M. Fauzi S.IP. https://t.co/F3FFqto5AV https://t.co/UiWdyykvsm;
1648;SATLANTAS POLRES SINGKAWANG PEMASANGAN BENER HIMBAUAN TILANG NON ELEKTRONIK https://t.co/5iv7bn403D;
1649;Penilangan manual ini untuk mengoptimalisasikan tilang elektronik (E-TLE) yang telah dilakukan selama ini. Selama pemberlakuan penuh tilang elektronik banyak masyarakat yang mencoba mengakali aturan. Hal seperti ini membuat kedisiplinan pengguna jalan menjadi kurang berantakan;
1650;09.25: RT @TMCPoldaMetro : Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di samping Flyover Pondok Bambu Jl. Jend. Basuki Rachmat. https://t.co/AIC56v8sBk;
1651;09.11 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di samping Flyover Pondok Bambu Jl. Jend. Basuki Rachmat Jaktim. https://t.co/hRLAdk03er;
1652;Cara Bayar Tilang Elektronik Online lewat BANK BRI (BRIMO) dengan Mudah https://t.co/53LIRtBTyl;
1653;SATLANTAS POLRES SINGKAWANG PEMASANGAN BENER HIMBAUAN TENTANG TILANG NON ELEKTRONIK https://t.co/a31bkjQVo0;
1654;@PRFMnews Kalo dari timur ke barat setiap pagi kendaraan R2 suka di bebaskan masuk jalur cepat.anehnya kalo dari barat dulu sebelum tilang elektronik suka di tindak.;
1655;udah bener pake tilang elektronik malah balik jaman bahula. apa emang sdm nya belum siap atau emang ga mumpuni atau emang ga sesuai target denda yg dijanjikan ke kemenkeu hehehe semoga alasannya karena setoran dilapangan kurang;
1656;Cara bayar tilang elektronik melalui BRI Mobile Banking atau BRImo bisa dilakukan di menu Pembayaran . https://t.co/KnCPADVOpA;
1657;Cara Bayar Tilang Elektronik Online via BRI Mobile Banking dengan Mudah https://t.co/WF05xiFto0;
1658;TILANG MANUAL DITERAPKAN KEMBALI . Berdasarkan Surat Telegram Kapolri Nomor ST/830/IV/HUK.6.2./2023 12 April 2023 tilang manual kembali diadakan. Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau E-TLE yang telah berjalan. https://t.co/Qgzx7Bn8yD;
1659;Selama pemberlakuan penuh tilang elektronik banyak masyarakat yang mencoba mengakali aturan dan menjadi banyak yang melanggar aturan berlalulintas. Berikut adalah 13 sasaran prioritas Pelanggaran Lalulintas yang akan dilakukan penindakan.;
1660;Tilang Manual Diterapkan Kembali â€¼ï¸� Berdasarkan Surat Telegram Kapolri Nomor ST/830/IV/HUK.6.2./2023 12 April 2023 tilang manual kembali diadakan. Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau E-TLE yang telah berjalan. https://t.co/45nvEaNNNC;
1661;@ListyoSigitP @DivHumas_Polri Klu kembali ke tilang manual akan jatuh lagi ke titik nadir percuma Bpk kerja keras jgn mundur lagi maksimalkan tilang elektronik sori;
1662;FYI Selamat Siang Sobat lantas guna menekan angka kecelakaan dan pelanggaran lalu lintas di wilayah Kota Cilegon Kami menginformasikan bahwa kamera ETLE (Electronic Traffic Law Enforcement) / Tilang Elektronik di Cilegon sudah terpasang dan sudah aktif. (Next kolom komentar) https://t.co/ppORB05Kxw;
1663;SATLANTAS POLRES SINGKAWANG PEMASANGAN BENER SOSIALISASI TILANG NON ELEKTRONIK https://t.co/hZeaEL7WkF;
1664;@asumsico Kalo misal pengendara nya salah tapi polisi nya gak berlisensi gimana? Bisa ttep tilang atau cmn foto plat doang trus nanti lanjut tilang elektronik?;
1665;@TMCPoldaMetro Nah begitu Pak diatur lalu lintasnya biar jalan gak macet dan gak ada yg melawan arah itu baru namanya kerja melayani masyarakat. Kalau cuma duduk didalam mobil mendata tilang elektronik pengendara yg melawan arah itu sih kalau menurut saya bukan kerja tapi ngadem;
1666;@TMCPoldaMetro Polisi seharusnya mencegah/menghalau pengendara yg melawan arah bukannya ngumpet didalam mobil mendata tilang elektronik kalau ingin tilang saya tunjukin Pak lokasinya nih coba Bapak stnby di Jalan flyover Lampiri pondok kelapa itu tiap pagi banyak pengendara yg melawan arah.;
1667;09.35 Tim E-TLE Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Basuki Rahmat depan Mall Bassura City Jaktim. https://t.co/zseU6lxUbe;
1668;Iyalah tilang elektronik ini ngepek banget bagi.........? Sekarang Balik lagi tilang manual hehehe;
1669;Boleh tilang manual tp harus langsung tercatat secara elektronik. Jadi pengendara langsung tahu kesalahan apa besaran denda berapa dan dibayar ke negara;
1670;Status kendaraan yang terkena tilang elektronik atau Electronic Traffic Law Enforcement (ETLE) bisa dicek secara online. Bagaimana caranya? https://t.co/mJ9t8qYm9i;
1671;Pahami Ini Cara Cek Kendaraan Terkena Tilang Elektronik https://t.co/rHgJHZyxaH;
1672;Polres Malang Berlakukan Tilang Manual dan Elektronik https://t.co/liNCEpKZVH;
1673;Meski ada tilang manual pihak kepolisian menegaskan tetap akan memaksimalkan penindakan dengan tilang elektronik atau ETLE. https://t.co/pVqFaBK4Dj;
1674;Polri Terbitkan Larangan Anggota Lakukan Razia Kendaraan dan Lebih Memilih Optimalkan Tilang Elektronik (ETLE) https://t.co/3mveMOZYuc;
1675;Alhamdullilah berkat ki ahok tilang elektronik boeat makan kita kita;
1676;Siap-siap Kena Tilang Lagi... Lagi ramai soal pemberlakuan tilang lagi. Jadi tilang yang sudah lama menghilang diganti tilang elektronik mulai diberlakukan lagi. Warga Jakarta sudah ada yang mulai merasakan tilang langsung. https://t.co/YDp2KFQmfj;
1677;Polri memberlakukan lagi tilang manual setelah sebelumnya memberlakukan tilang elektronik atau ETLE. Ada 12 sasaran prioritas pelanggaran lalu lintas simak pada gambar di atas ya warga https://t.co/qQpvxMuGSQ;
1678;Sempat dihapuskan Kapolri setelah penerapan tilang elektronik (ETLE) Koorlantas justru mengembalikan penerapan tilang manual. Tak harus menunggu razia besar-besaran. Contohnya saat giat pengaturan lalu lintas pagi dan sore. https://t.co/3BElWjGJPC;
1679;Polri Terbitkan Larangan Anggota Lakukan Razia Kendaraan dan Lebih Memilih Optimalkan Tilang Elektronik (ETLE) https://t.co/Iq8RCKzsbG;
1680;Pasang CCTV di busway utk tilang Ã©lÃ©ktronik kayaknya cakep bisa dapet banyak. Pak pulisi ngga usah rÃ©potÂ² berdebat di jalanan dengan pengendaraÂ² polontong.;
1681;Korlantas Minta Kepolisian di Daerah Kedepankan Tilang Elektronik https://t.co/Dk5gbhHBT7;
1682;Kasat Lantas Polres Bangkalan AKP Anindita Harcahyaningdyah S.I.K melaksanakan Sosialisasi Tilang Manual atau Penindakan Pelanggaran Non Elektronik di Radio Suara Bangkalan. https://t.co/VuGe1z6HwZ;
1683;@emerson_yuntho Saya rasa bagus ada tilang manual lagi karena sejak diberlakukan tilang nonmanual pelanggaran lalin jd masif. Masyarakat seolah gak mau tahu ada tilang elektronik. STNK mati jg masa bodo. Jadi kek mana ini?;
1684;Tilang Elektronik denda langsung ke KAS negara Tilang Manual denda separo masuk kantong mereka https://t.co/N2ITBMZFFS;
1685;@emerson_yuntho Manual aja sdm khususnya motor masih lama. Pas tilang elektronik dilakukan banyak bgt yg plat nomor blakang motor ilang. Bener2 bikin geleng2 pala;
1686;Kepolisian Daerah (Polda) Jawa Barat bakal menerapkan kembali tilang manual secara serentak di seluruh kabupaten/kota pada Juni 2023. Ini dilakukan karena penertiban pengendaraan kendaraan menggunakan tilang elektronik (ETLE) dianggap kurang efektif. https://t.co/FkLhLmjGLh https://t.co/HkeDk9M8Nv;
1687;@emerson_yuntho iya jg ya.. kayakny klo ditilang manual kok rasaynya kita jd sangat terhina ya.. tp klo dpt surat tilang elektronik berasanya lebih bermartabat aja...;
1688;@detikcom Gak setuju karena tilang elektronik uda ok. Kenapa harus mundur ke belakang?;
1689;@Araghutama Haelah bang emang dikata lagi brantem kita ? Noh tilang elektronik;
1690;@emerson_yuntho @ListyoSigitP @ahriesonta Kenapa keberatan dgn tilang manual? Yg harus diperbaiki itu cara kerja dan mental petugasnya. Pak Emerson apa mungkin bisa kasih contoh negara mana yg 100% penerapan tilang secara elektronik?;
1691;@himawansugeha95 Tapi kalo tilang manual suka nganuuuu eeeeeh takut jujur Tilang elektronik juga jadinya nganuuu Dahlah saya diam aja takut dijewer pak ketua Poinnya semua sistem punya kekurangan dan kelebihan;
1692;Apakah kalian setuju tilang manual seperti jaman dahulu lagi? Atau pakai Etiket? Apakah ada masalah selama tilang elektronik? https://t.co/O7i3XzsC9K;
1693;Polri Optimalkan Tilang Elektronik dan Tiadakan Razia https://t.co/0SSNVuFCBy;
1694;09.55 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar tidak menggunakan helm dan melawan arah di Jl. Bekasi Timur Raya dekat Stasiun Klender. https://t.co/lVuzsS5lw8;
1695;@kompascom Kyknya lebih Terima masyarakat tilang elektronik. Nyaman tepat dan solution emosinality. Lebih baik polisi rajia genk motor atau periksa surat2 sapa tau dpt motor org yg dibegal. Itu lebih baik.membuat keamanan dijalan aman tertib tentram damai.hnya solusi pak.;
1696;@emerson_yuntho Kami setuju sebab banyak pengedara bebal yang memang belum siap perlakuan tilang elektronik namun masalah lanjutannya bagaimana pelaksanaannya di lapangan dapat dipastikan jujur dan lugas? Bila pengendara bebal penegak hukum bebal juga maka cilaka 13.;
1697;@emerson_yuntho @yogi_bubu @ListyoSigitP @ahriesonta Saya setuju dgn tilang Manual tilang Elektronik tdk efisien di jln Raya tdk ada Razia mlh amburadul lalu lintas pada seenaknya ganti plat palsu;
1698;@emerson_yuntho Setuju krn tilang elektronik bnyk org pake plat palsu. Trus banyak area eTLE yg ga dipasang rambu2 warning. Klo di LN ada papan peringatan eTLE zone (kecuali yg berpindah2 alias mobile eTLE). Di indo ga semua area dikasih info.;
1699;@emerson_yuntho @ListyoSigitP @ahriesonta Pakai tilang elektronik malah di akali sama pengendara yg nakal. Jadi di sini semua serba salah...;
1700;Ditanya soal Electronic Traffic Law Enforcement (ETLE) atau tilang elektronik dia menegaskan tetap diberlakukan di beberapa titik lampu merah. https://t.co/CPtYmlfYdn https://t.co/Jimp463Rfl;
1701;@detikcom Ngapain mesti ada tilang manual klo tilang elektronik sudah banyak diberbagai titik? Ditambah polantas bs bawa HP ET. Yg diperlukan itu penjagaan/penugasan polisi dibeberapa titik rawan pelanggaran;
1702;@detikcom Kalau kembali ke tilang manual CCTV mobil patroli berkamera plat nomor kendaraan putih dan peralatan penunjang tilang elektronik lainnya gunanya apa pak @ListyoSigitP @mohmahfudmd;
1703;@emerson_yuntho Saya lebih pilih tilang manual dan elektronik percuma saya punya SIM kalau nggak ada tilang jadi nggak guna kalau soal kepercayaan publik polisi harus kuat iman jangan mau disogok hahaha. Dan satu lagi tilang berfungsi untuk mengurangi CURANMOR.;
1704;@emerson_yuntho Yakinlah akn bnyak yg apes dua kali tilang manual yg 86 dn tilang elektronik Setidaknya tilang elektronik akan berkurang pndapatannya;
1705;Sudah baik pakai sistem elektronik eh balik lagi manual. Tilang......;
1706;Kembalinya tilang manual menunjukkan belum efektifnya elektronik tilang. Sepakat dengan kembalinya tilang manual ini semoga dibarengi dengan perbaikan mental penindak dilapangan.;
