Text;Status
Cara Bayar Tilang Elektronik Online via BRI Mobile Banking dengan Mudah;positif
TILANG MANUAL DITERAPKAN KEMBALI  Berdasarkan Surat Telegram Kapolri Nomor ST atau 830 atau IV atau HUK62 atau 2023 12 April 2023 tilang manual kembali diadakan Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau ETLE yang telah berjalan;positif
Selama pemberlakuan penuh tilang elektronik banyak masyarakat yang mencoba mengakali aturan dan menjadi banyak yang melanggar aturan berlalulintas Berikut adalah 13 sasaran prioritas Pelanggaran Lalulintas yang akan dilakukan penindakan;positif
Tilang Manual Diterapkan Kembali ¼ï Berdasarkan Surat Telegram Kapolri Nomor ST atau 830 atau IV atau HUK62 atau 2023 12 April 2023 tilang manual kembali diadakan Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau ETLE yang telah berjalan;positif
Klu kembali ke tilang manual akan jatuh lagi ke titik nadir percuma Bpk kerja keras jgn mundur lagi maksimalkan tilang elektronik sori;positif
FYI Selamat Siang Sobat lantas guna menekan angka kecelakaan dan pelanggaran lalu lintas di wilayah Kota Cilegon Kami menginformasikan bahwa kamera ETLE Electronic Traffic Law Enforcement  atau  Tilang Elektronik di Cilegon sudah terpasang dan sudah aktif Next kolom komentar;positif
SATLANTAS POLRES SINGKAWANG PEMASANGAN BENER SOSIALISASI TILANG NON ELEKTRONIK;positif
Kalo misal pengendara nya salah tapi polisi nya gak berlisensi gimana Bisa ttep tilang atau cmn foto plat doang trus nanti lanjut tilang elektronik;negatif
Nah begitu Pak diatur lalu lintasnya biar jalan gak macet dan gak ada yg melawan arah itu baru namanya kerja melayani masyarakat Kalau cuma duduk didalam mobil mendata tilang elektronik pengendara yg melawan arah itu sih kalau menurut saya bukan kerja tapi ngadem;positif
Polisi seharusnya mencegah atau menghalau pengendara yg melawan arah bukannya ngumpet didalam mobil mendata tilang elektronik kalau ingin tilang saya tunjukin Pak lokasinya nih coba Bapak stnby di Jalan flyover Lampiri pondok kelapa itu tiap pagi banyak pengendara yg melawan arah;negatif
Tim ETLE Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl Basuki Rahmat depan Mall Bassura City Jaktim;positif
Iyalah tilang elektronik ini ngepek banget bagi Sekarang Balik lagi tilang manual hehehe;positif
Boleh tilang manual tp harus langsung tercatat secara elektronik Jadi pengendara langsung tahu kesalahan apa besaran denda berapa dan dibayar ke negara;positif
Status kendaraan yang terkena tilang elektronik atau Electronic Traffic Law Enforcement ETLE bisa dicek secara online Bagaimana caranya;positif
Pahami Ini Cara Cek Kendaraan Terkena Tilang Elektronik;positif
Polres Malang Berlakukan Tilang Manual dan Elektronik;positif
Meski ada tilang manual pihak kepolisian menegaskan tetap akan memaksimalkan penindakan dengan tilang elektronik atau ETLE;positif
Polri Terbitkan Larangan Anggota Lakukan Razia Kendaraan dan Lebih Memilih Optimalkan Tilang Elektronik ETLE;positif
Alhamdullilah berkat ki ahok tilang elektronik boeat makan kita kita;positif
Siapsiap Kena Tilang Lagi Lagi ramai soal pemberlakuan tilang lagi Jadi tilang yang sudah lama menghilang diganti tilang elektronik mulai diberlakukan lagi Warga Jakarta sudah ada yang mulai merasakan tilang langsung;negatif
Polri memberlakukan lagi tilang manual setelah sebelumnya memberlakukan tilang elektronik atau ETLE Ada 12 sasaran prioritas pelanggaran lalu lintas simak pada gambar di atas ya warga;positif
Sempat dihapuskan Kapolri setelah penerapan tilang elektronik ETLE Koorlantas justru mengembalikan penerapan tilang manual Tak harus menunggu razia besarbesaran Contohnya saat giat pengaturan lalu lintas pagi dan sore;positif
Pasang CCTV di busway utk tilang lktronik kayaknya cakep bisa dapet banyak Pak pulisi ngga usah repot berdebat di jalanan dengan pengendara polontong;positif
Korlantas Minta Kepolisian di Daerah Kedepankan Tilang Elektronik;positif
Kasat Lantas Polres Bangkalan AKP Anindita Harcahyaningdyah SIK melaksanakan Sosialisasi Tilang Manual atau Penindakan Pelanggaran Non Elektronik di Radio Suara Bangkalan;positif
Saya rasa bagus ada tilang manual lagi karena sejak diberlakukan tilang nonmanual pelanggaran lalin jd masif Masyarakat seolah gak mau tahu ada tilang elektronik STNK mati jg masa bodo Jadi kek mana ini;positif
Tilang Elektronik denda langsung ke KAS negara Tilang Manual denda separo masuk kantong mereka;positif
Manual aja sdm khususnya motor masih lama Pas tilang elektronik dilakukan banyak bgt yg plat nomor blakang motor ilang Bener2 bikin geleng2 pala;positif
Kepolisian Daerah Polda Jawa Barat bakal menerapkan kembali tilang manual secara serentak di seluruh kabupaten atau kota pada Juni 2023 Ini dilakukan karena penertiban pengendaraan kendaraan menggunakan tilang elektronik ETLE dianggap kurang efektif;positif
iya jg ya kayakny klo ditilang manual kok rasaynya kita jd sangat terhina ya tp klo dpt surat tilang elektronik berasanya lebih bermartabat aja;positif
Gak setuju karena tilang elektronik uda ok Kenapa harus mundur ke belakang;positif
Haelah bang emang dikata lagi brantem kita  Noh tilang elektronik;positif
Kenapa keberatan dgn tilang manual Yg harus diperbaiki itu cara kerja dan mental petugasnya Pak Emerson apa mungkin bisa kasih contoh negara mana yg 100% penerapan tilang secara elektronik;positif
Tapi kalo tilang manual suka nganuuuu eeeeeh takut jujur Tilang elektronik juga jadinya nganuuu Dahlah saya diam aja takut dijewer pak ketua Poinnya semua sistem punya kekurangan dan kelebihan;positif
Apakah kalian setuju tilang manual seperti jaman dahulu lagi Atau pakai Etiket Apakah ada masalah selama tilang elektronik;negatif
Polri Optimalkan Tilang Elektronik dan Tiadakan Razia;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar tidak menggunakan helm dan melawan arah di Jl Bekasi Timur Raya dekat Stasiun Klender;positif
Kyknya lebih Terima masyarakat tilang elektronik Nyaman tepat dan solution emosinality Lebih baik polisi rajia genk motor atau periksa surat2 sapa tau dpt motor org yg dibegal Itu lebih baikmembuat keamanan dijalan aman tertib tentram damaihnya solusi pak;positif
Kami setuju sebab banyak pengedara bebal yang memang belum siap perlakuan tilang elektronik namun masalah lanjutannya bagaimana pelaksanaannya di lapangan dapat dipastikan jujur dan lugas Bila pengendara bebal penegak hukum bebal juga maka cilaka 13;positif
Saya setuju dgn tilang Manual tilang Elektronik tdk efisien di jln Raya tdk ada Razia mlh amburadul lalu lintas pada seenaknya ganti plat palsu;positif
Setuju krn tilang elektronik bnyk org pake plat palsu Trus banyak area eTLE yg ga dipasang rambu2 warning Klo di LN ada papan peringatan eTLE zone kecuali yg berpindah2 alias mobile eTLE Di indo ga semua area dikasih info;positif
Pakai tilang elektronik malah di akali sama pengendara yg nakal Jadi di sini semua serba salah;positif
Ditanya soal Electronic Traffic Law Enforcement ETLE atau tilang elektronik dia menegaskan tetap diberlakukan di beberapa titik lampu merah;positif
Ngapain mesti ada tilang manual klo tilang elektronik sudah banyak diberbagai titik Ditambah polantas bs bawa HP ET Yg diperlukan itu penjagaan atau penugasan polisi dibeberapa titik rawan pelanggaran;positif
Kalau kembali ke tilang manual CCTV mobil patroli berkamera plat nomor kendaraan putih dan peralatan penunjang tilang elektronik lainnya gunanya apa pak mohmahfudmd;positif
Saya lebih pilih tilang manual dan elektronik percuma saya punya SIM kalau nggak ada tilang jadi nggak guna kalau soal kepercayaan publik polisi harus kuat iman jangan mau disogok hahaha Dan satu lagi tilang berfungsi untuk mengurangi CURANMOR;positif
Yakinlah akn bnyak yg apes dua kali tilang manual yg 86 dn tilang elektronik Setidaknya tilang elektronik akan berkurang pndapatannya;positif
Sudah baik pakai sistem elektronik eh balik lagi manual Tilang;positif
Kembalinya tilang manual menunjukkan belum efektifnya elektronik tilang Sepakat dengan kembalinya tilang manual ini semoga dibarengi dengan perbaikan mental penindak dilapangan;positif
Wkwkwk gagah an tilang elektronik Siape kuat boncos;positif
Maap oot Kalo tilang elektronik itu kita bayarnya denda maksimal dahulu baru dikembalikan kalo putusan sidang dendanya lebih murah kah;positif
Tilang Elektronik Diberlakukan Dua Titik Jadi Fokus Satlantas Polres Pagar Alam;positif
Tilang manual  atau  Non elektronik berlaku kembali Satlantas Polres Singkawang tindak pelanggar lalu lintas;positif
Pelanggar Lalu Lintas Kena Tilang Elektronik di Karanganyar;positif
Mmang jelas inkonsisten kok dibantah lgdlm hal ini Kapolrinya yg hrs tegassdh keluarkn peraturan yg mnghilangkn pungli dijalann dgn tilang elektronikmalahan balik lgi ke laptoppayah nih mental fulus;positif
Berarti program polri tilang elektronik gagal total donk;positif
Penyerapan anggaran project tilang elektronik nya sudah terpasang di jutaan titik Kembali ke metode awal Cegat langsung Polisi suka uang tunai gais Salam presisi ListyoSigitP;positif
Polisi kembali memberlakukan tilang manual meskipun tilang elektronik atau sistem electronic traffic law enforcement ETLE sudah berjalan dan jadi andalan Meski begitu baik tilang manual maupun ETLE bisa diterapkan berdampingan bahkan pengendara;positif
Tilang manual di Kota Surabaya kembali diaktifkan lagi Meski demikian tilang elektronik juga bakal terus digencarkan di Kota Pahlawan via;positif
Polda Metro Jaya menegaskan pemberlakuan kembali tilang manual di Jakarta bukan bentuk inkonsistensi Polri Direktur Lalu Lintas Polda Metro Jaya Kombes Latif Usman menjelaskan hal ini berdasarkan evaluasi selama peniadaan tilang manual dan penerapan tilang elektronik sejak;positif
Gaduh Tilang Manual vs Tilang Elektronik Masyarakat Diminta Tak Permasalahkan Kombes Pol Latif Usman selaku Direktorat Lalu Lintas Polda Metro Jaya berharap masyarakat tidak lagi gaduh;negatif
Udah bagus pake tilang elektronik kenapa balik lagi manual coba istikamah;positif
Polisi kembali menerapkan tilang manual di jalanan Pengendara yang tak disiplin bisa kena tilang elektronik ataupun manual Hatihati ya detikers;positif
Polres Tasikmalaya Kota masih tetap menjalankan tilang elektronik;positif
Tilang elektronik tetap belum berjalan maksimal karena luasnya wilayah Jakarta dan sekitarnya serta tingginya aktivitas masyarakat;positif
Pemberlakuan kembali tilang manual berdasarkan hasil evaluasi selama penerapan tilang elektronik sejak Oktober 2022;positif
Dirlantas Polda Metro Jaya Kombes Latif Usman mengatakan sistem tilang elektronik atau Electronic Traffic Law Enforcement ETLE yang ada saat ini masih kurang canggih sehingga ada beberapa jenis pelanggaran yang tak bisa terdeteksi sistem Karenanya;positif
Sejumlah pengendara sepeda motor saat menerobos Jalan Layang Non Tol JLNT Casablanca di Kawasan Kuningan Jakarta Selatan Selasa 16 atau 5 atau 2023 Direktorat Lalu Lintas Ditlantas Polda Metro Jaya akan memasang kamera tilang elektronik atau ETLE di Jalan;positif
Di tempat seperti klo di pasang kamera untk tilang elektronik bagus;positif
Jajaran polisi lalu lintas polantas diketahui kembali menerapkan tilang manual setelah sebelumnya terfokus melakukan penindakan tilang secara elektronik Mabes Polri menyebut alasannya;positif
Polisi lalu lintas polantas sudah diizinkan untuk melakukan penindakan tilang manual setelah hanya mengandalkan tilang elektronik Mabes Polri memastikan akan memberikan sanksi tegas jika didapati ada polantas yang nakal saat melakukan tilang manual;negatif
1303 Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di pintu keluar Terminal Bus Pulo Gadung Jakarta Timur;positif
Polda Metro Jaya Berlakukan Tilang Manual dan Elektronik;positif
Alasan Polisi Berlakukan Kembali Tilang Manual Ungkap Kekurangan Kamera ETLE Menurutnya untuk menurunkan pelanggaran lalu lintas Polri akan kembali memberlakukan tilang manual untuk memperkuat tilang elektronik;negatif
Penerapan tilang manual dilakukan di ruas jalan yang tak terjangkau Electronic Traffic Law Enforcement ETLE atau tilang elektronik;positif
Tilang manual kembali diberlakukan namun tilang secara manual tersebut diberlakukan untuk wilayah yang belum terjangkau oleh sistem tilang elektronik atau ETLE Komentar Kamu Talk Pemerhati Masalah Transportasi dan Hukum AKBP Purn Budiyanto Streaming dan gtdan gt;positif
Jajaran Dirlantas Polda Metro Jaya menyatakan kebijakan tilang secara manual terhadap para pengguna jalan dilakukan kembali lantaran pelanggaran lalu lintas meningkat di lokasi yang tak terjangkau kamera ETLE alias tilang elektronik;positif
Pagi2 dikirimin surat tilang elektronik serumah jd kaget wkwkw;positif
Selain tilang manual sistem tilang elektronik masih berjalan;positif
Direktorat Lalu Lintas Polda Metro Jaya mengungkap alasan tilang manual kembali diberlakukan salah satu alasannya lantaran banyak pelanggaran yang tidak bisa ditindak lewat sistem tilang elektronik atau Electronic Traffic Law Enforcement ETLE;positif
Tim ETLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar masuk melalui jalur cepat di Jl Letjend R Suprapto Cempaka Putih Jakpus;positif
Waduh gak guna donk tilang elektronik  Brp biaya yg sdh dikluarkan nih Kemunduran sistem penertiban lalin;positif
Tilang Manual Diberlakukan Kembali di Kota Tangerang Sasaran Daerah Pinggiran Tak Terjangkau Tilang Elektronik;positif
Setujuuu spy polisi ada lagi dijalan Tilang elektronik kita blm siap krn makin ngawur soal disiplin berlalu lintas serta ada yg pakai no pol palsu segala Memang blm waktunya;positif
Seperti dugaan semula ga bakalan tahan puasa Pak Polisinya Alasan utama tilang elektronik itu buat memperbaiki Citra Polisi yg petugas di lapangannya suka ngajak damai Pengemudi kendaraan;positif
Polda Metro Jaya kembali terapkan tilang manual di jalan karena banyaknya pelanggaran yang tidak tercover Tilang Elektronik;negatif
Sampe tilang aja pake sistem elektronik  ETIL  dan gt bacanya gausah pake kebaratan biasa aja;positif
Bukan Bib Kalo di sini thats not the case Simply karena banyak pelanggaran [pake tanda kutip] yang nggak bisa dikutip pake tilang elektronik;positif
Indonesia maju cepat hebat Tilang elektronik maju dengan tekhnologi dgn cepat Eeeehhhh kecepatan pula Mundur lagimundur terussss Hati hati nabrak;positif
Tilang manual akan diberlakukan lagi Hal ini karena masih terbatasnya prasarana tilang elektronik atau eTLE di sejumlah daerah;positif
2 HATIHATI Polisi Kini Bisa Menilang Dimana Saja 1000 Unit Sepeda Motor Tilang Elektronik Sudah Disebar;positif
Eh iya batas min atau max Ya Tuhan aku sering mati kutu di batasan ini Apalagi kan di SG pake elektronik semua ga ngeh melebihi atau kurang dari batas eh tau2 pas balik dari parkir disambut tiket tilang Gemes banget sumpah;positif
Info tadi aku liat dipostingan ig polres mana gt kayanya tilang non elektronik sudah diberlakukan lagi tp baru beberapa tempat aja;positif
mohon tindakannya Apakah memang masih berlaku tilang non elektronik;positif
kl tu polkis ngerebut hp dan ngancem teriak aja dah saran gue ato gk lsg tinggal pergi krn emg uda gada tilang non elektronik lg jgn mau dikibulin polkis begitu;negatif
Berdasarkan Surat Telegram Kapolri Nomor ST atau 830 atau IV atau HUK62 atau 2023 12 April 2023 tilang manual kembali diadakan Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau ETLE yang telah dilakukan selama ini httom atau p atau CsOFX5KuLSU atau igshid=MTc4MmM1YmI2Ng==;negatif
Polisi tugu muda juga sering mengincar plat luar Semarang sebelum diberlakukan tilang elektronik;positif
setau gue uda gada tilang begini dah adanya cuma tilang elektronik tanyain surat tugasnya mana kl gada tinggal pergi ae tp jgn lupa lu foto duls mukanya tu polkis biar ntr kl begini lg dan kena sm tu polkis lg bs laporin dia;positif
Berdasarkan Surat Telegram Kapolri Nomor ST atau 830 atau IV atau HUK62 atau 2023 12 April 2023 tilang manual kembali diadakan Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau ETLE yang telah dilakukan selama ini;positif
Masih ada tilang non elektronik kah pak poldajateng;positif
Tilang elektronik aja bisa berubah lagi jd tilang manual;positif
Naah gini nih kalo emak bawa motormana ga pake helm pasti ga bawa sim dan stnk juga Bisa ga sih polisi gini tilang elektronik lewat video viral ini Jgn sampe yg disalahin toko nya maka nya kalo punya toko jgn dijalan ini;positif
